Rank,Interval start (s),Interval end (s),Sum of abs(slope),Slope: Tref (°C),Slope: t2 (°C),Mean: Tref (°C),Mean: t2 (°C),Min: Tref (°C),Max: Tref (°C),Min: t2 (°C),Max: t2 (°C)
924,7200.000000,7259.000000,0.019184,0.008910,0.010274,62.404188,61.030667,62.143143,62.680618,60.730000,61.330000
925,7070.000000,7129.000000,0.019286,0.009113,0.010173,61.246740,59.663667,60.984085,61.506363,59.380000,59.960000
926,1340.000000,1399.000000,0.019311,0.008576,0.010736,58.307732,57.257000,58.041794,58.525772,56.940000,57.580000
927,7080.000000,7139.000000,0.019334,0.008776,0.010558,61.334764,59.766500,61.054367,61.558884,59.460000,60.090000
928,7250.000000,7309.000000,0.019377,0.008121,0.011256,62.832843,61.584833,62.569229,63.052567,61.230000,61.900000
929,7240.000000,7299.000000,0.019531,0.008181,0.011350,62.749215,61.471333,62.489273,63.000381,61.140000,61.800000
930,7090.000000,7149.000000,0.019650,0.008749,0.010902,61.417574,59.873833,61.164352,61.696030,59.550000,60.200000
931,7100.000000,7159.000000,0.019699,0.008691,0.011008,61.504669,59.982667,61.219131,61.767044,59.660000,60.310000
932,7150.000000,7209.000000,0.019781,0.009394,0.010388,61.974194,60.526167,61.696030,62.216080,60.210000,60.820000
933,7110.000000,7169.000000,0.019866,0.008747,0.011118,61.599026,60.093500,61.327621,61.879410,59.760000,60.420000
934,7210.000000,7269.000000,0.019906,0.009112,0.010794,62.491190,61.138500,62.216080,62.766769,60.830000,61.490000
935,1330.000000,1389.000000,0.019920,0.009147,0.010773,58.219811,57.148167,57.920914,58.489822,56.820000,57.470000
936,7230.000000,7289.000000,0.019943,0.008469,0.011474,62.663977,61.359500,62.414139,62.891739,61.030000,61.670000
937,7220.000000,7279.000000,0.020097,0.008767,0.011330,62.580942,61.247500,62.314224,62.836929,60.940000,61.600000
938,1320.000000,1379.000000,0.020186,0.009375,0.010811,58.127248,57.038833,57.835892,58.399368,56.710000,57.350000
939,910.000000,969.000000,0.020204,0.010565,0.009639,53.757640,51.968333,53.474503,54.112595,51.700000,52.250000
940,7120.000000,7179.000000,0.020469,0.009267,0.011202,61.692962,60.202833,61.466965,61.973221,59.860000,60.520000
941,1310.000000,1369.000000,0.020786,0.009709,0.011077,58.030281,56.929500,57.740952,58.316299,56.580000,57.250000
942,7140.000000,7199.000000,0.020828,0.010083,0.010745,61.879312,60.422167,61.566574,62.129837,60.090000,60.730000
943,7130.000000,7189.000000,0.021049,0.010135,0.010914,61.784399,60.313000,61.533463,62.081833,59.990000,60.620000
944,1300.000000,1359.000000,0.021092,0.009775,0.011317,57.936147,56.817333,57.655045,58.219864,56.460000,57.140000
945,920.000000,979.000000,0.021184,0.011189,0.009995,53.862719,52.065000,53.552109,54.168045,51.780000,52.360000
946,1280.000000,1339.000000,0.021252,0.009120,0.012132,57.748145,56.580333,57.511826,58.041794,56.240000,56.920000
947,1260.000000,1319.000000,0.021267,0.008536,0.012730,57.567338,56.333500,57.330307,57.825485,55.970000,56.720000
948,1250.000000,1309.000000,0.021307,0.008663,0.012645,57.481508,56.208333,57.225449,57.740952,55.840000,56.580000
949,1270.000000,1329.000000,0.021372,0.008885,0.012488,57.656367,56.458500,57.381851,57.920914,56.070000,56.810000
950,1290.000000,1349.000000,0.021571,0.009728,0.011843,57.842056,56.700500,57.555222,58.142654,56.340000,57.040000
951,1240.000000,1299.000000,0.021894,0.009196,0.012698,57.388156,56.079000,57.102768,57.655045,55.700000,56.460000
952,950.000000,1009.000000,0.022007,0.010959,0.011049,54.200982,52.382667,53.874832,54.532883,52.070000,52.720000
953,940.000000,999.000000,0.022175,0.011494,0.010681,54.090654,52.274500,53.703751,54.428177,51.960000,52.600000
954,960.000000,1019.000000,0.022269,0.010841,0.011428,54.314337,52.493000,53.990463,54.629074,52.170000,52.840000
955,930.000000,989.000000,0.022291,0.011944,0.010347,53.973045,52.167500,53.648972,54.318954,51.870000,52.490000
956,1190.000000,1249.000000,0.022701,0.010491,0.012211,56.884738,55.438833,56.577042,57.198593,55.080000,55.810000
957,1230.000000,1289.000000,0.022708,0.009621,0.013087,57.294610,55.948833,57.018753,57.536667,55.540000,56.320000
958,970.000000,1029.000000,0.022728,0.011180,0.011548,54.426228,52.607167,54.112595,54.782730,52.270000,52.950000
959,1180.000000,1239.000000,0.022788,0.010598,0.012189,56.781997,55.313000,56.482254,57.069443,54.950000,55.690000
960,980.000000,1039.000000,0.022916,0.011358,0.011558,54.540888,52.723333,54.216965,54.874374,52.380000,53.060000
961,1020.000000,1079.000000,0.023008,0.011095,0.011914,54.993349,53.197833,54.661423,55.304825,52.850000,53.550000
962,1030.000000,1089.000000,0.023021,0.010962,0.012059,55.102630,53.320167,54.782730,55.447006,52.960000,53.700000
963,1220.000000,1279.000000,0.023022,0.009968,0.013053,57.196477,55.820500,56.909195,57.482956,55.450000,56.220000
964,1170.000000,1229.000000,0.023119,0.010509,0.012611,56.676984,55.188333,56.395096,56.991043,54.790000,55.540000
965,1200.000000,1259.000000,0.023256,0.010484,0.012772,56.992802,55.565333,56.653397,57.310562,55.200000,55.960000
966,990.000000,1049.000000,0.023267,0.011428,0.011839,54.649451,52.842333,54.324234,54.974716,52.500000,53.210000
967,1210.000000,1269.000000,0.023304,0.010292,0.013011,57.097686,55.691500,56.783218,57.381851,55.320000,56.070000
968,1160.000000,1219.000000,0.023306,0.010214,0.013093,56.574957,55.057500,56.282547,56.882492,54.680000,55.430000
969,1040.000000,1099.000000,0.023309,0.010683,0.012626,55.207395,53.449167,54.874374,55.484451,53.070000,53.840000
970,1010.000000,1069.000000,0.023323,0.011332,0.011991,54.881307,53.079167,54.532883,55.207932,52.730000,53.430000
971,1050.000000,1109.000000,0.023405,0.009927,0.013478,55.311741,53.579833,54.974716,55.634079,53.220000,53.990000
972,1000.000000,1059.000000,0.023749,0.011716,0.012033,54.764404,52.960833,54.428177,55.127731,52.600000,53.300000
973,1150.000000,1209.000000,0.024189,0.010525,0.013664,56.465228,54.925500,56.116623,56.783218,54.530000,55.300000
974,1120.000000,1179.000000,0.024598,0.011486,0.013113,56.136076,54.524333,55.828079,56.427780,54.140000,54.930000
975,1060.000000,1119.000000,0.024643,0.010618,0.014025,55.420771,53.712833,55.127731,55.808731,53.320000,54.130000
976,1130.000000,1189.000000,0.024659,0.011321,0.013338,56.247954,54.658000,55.930832,56.577042,54.280000,55.060000
977,1140.000000,1199.000000,0.024709,0.010982,0.013728,56.355479,54.792000,56.030746,56.634201,54.420000,55.180000
978,1110.000000,1169.000000,0.024889,0.011948,0.012942,56.018888,54.390500,55.645889,56.395096,54.000000,54.770000
979,1100.000000,1159.000000,0.025450,0.012457,0.012994,55.888801,54.259833,55.484451,56.274002,53.860000,54.650000
980,1070.000000,1129.000000,0.025736,0.011568,0.014169,55.535523,53.850000,55.236313,55.894119,53.440000,54.260000
981,1090.000000,1149.000000,0.026004,0.012622,0.013382,55.768598,54.128167,55.447006,56.116623,53.710000,54.500000
982,1080.000000,1139.000000,0.026305,0.012355,0.013949,55.652681,53.990500,55.311203,56.022934,53.570000,54.390000
